/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17539	Jaime Sabines Gutiérrez	was	a Mexican contemporary poet	0	3	3	4	4	8	0.9999999999144422	Jaime Sabines Gutiérrez was a Mexican contemporary poet .	NNP NNS NNP VBD DT JJ JJ NN .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP O	jaime sabines gutiérrez	be	a mexican contemporary poet
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17540	he	formed part of	a group	7	8	8	11	11	13	0.002940244181469071	Known as “the sniper of Literature” as he formed part of a group that transformed literature into reality , he wrote ten volumes of poetry , and his work has been translated into more than twelve languages .	VBN IN DT NN IN NNP IN PRP VBD NN IN DT NN WDT VBD NN IN NN , PRP VBD CD NNS IN NN , CC PRP$ NN VBZ VBN VBN IN JJR IN CD NNS .	B-VP B-PP B-NP I-NP I-NP I-NP B-SBAR B-NP B-VP B-NP I-NP I-NP I-NP B-NP B-VP B-NP B-PP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP O O B-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP O	he	form part of	a group
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17540	part of a group	transformed	literature	9	13	14	15	15	16	0.01786793341419349	Known as “the sniper of Literature” as he formed part of a group that transformed literature into reality , he wrote ten volumes of poetry , and his work has been translated into more than twelve languages .	VBN IN DT NN IN NNP IN PRP VBD NN IN DT NN WDT VBD NN IN NN , PRP VBD CD NNS IN NN , CC PRP$ NN VBZ VBN VBN IN JJR IN CD NNS .	B-VP B-PP B-NP I-NP I-NP I-NP B-SBAR B-NP B-VP B-NP I-NP I-NP I-NP B-NP B-VP B-NP B-PP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP O O B-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP O	part of a group	transform	literature
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17540	he	wrote	ten volumes of poetry	19	20	20	21	21	25	0.0148559641583722	Known as “the sniper of Literature” as he formed part of a group that transformed literature into reality , he wrote ten volumes of poetry , and his work has been translated into more than twelve languages .	VBN IN DT NN IN NNP IN PRP VBD NN IN DT NN WDT VBD NN IN NN , PRP VBD CD NNS IN NN , CC PRP$ NN VBZ VBN VBN IN JJR IN CD NNS .	B-VP B-PP B-NP I-NP I-NP I-NP B-SBAR B-NP B-VP B-NP I-NP I-NP I-NP B-NP B-VP B-NP B-PP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP O O B-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP O	he	write	# volumes of poetry
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17540	his work	has been translated into	more than twelve languages	27	29	29	33	33	37	0.5449325464536604	Known as “the sniper of Literature” as he formed part of a group that transformed literature into reality , he wrote ten volumes of poetry , and his work has been translated into more than twelve languages .	VBN IN DT NN IN NNP IN PRP VBD NN IN DT NN WDT VBD NN IN NN , PRP VBD CD NNS IN NN , CC PRP$ NN VBZ VBN VBN IN JJR IN CD NNS .	B-VP B-PP B-NP I-NP I-NP I-NP B-SBAR B-NP B-VP B-NP I-NP I-NP I-NP B-NP B-VP B-NP B-PP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP O O B-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP O	his work	translate into	more than # languages
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17541	His writings	chronicle the experience of	everyday people	0	2	2	6	6	8	0.6363452112314062	His writings chronicle the experience of everyday people in places such as the street , hospital , and playground .	PRP$ NNS VBP DT NN IN JJ NNS IN NNS JJ IN DT NN , NN , CC NN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP B-PP I-PP B-NP I-NP O B-NP O O B-NP O	his writings	chronicle experience of	everyday people
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17542	Sabines	was also	a politician	0	1	1	3	3	5	0.999999999875258	Sabines was also a politician .	NNS VBD RB DT NN .	B-NP B-VP B-ADVP B-NP I-NP O	sabines	be	a politician
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17543	Sabines	was born on	March 25 , 1926	0	1	1	4	4	8	0.9997934831466845	Sabines was born on March 25 , 1926 in Tuxtla Gutiérrez , Chiapas .	NNS VBD VBN IN NNP CD , CD IN NNP NNP , NNP .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-NP O	sabines	bear on	march # , #
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17544	he	devoted	himself	1	2	2	3	3	4	0.004219308924866922	Before he devoted himself to the study of literature , he spent three years studying medicine before moving on to his real vocation : Spanish and literature , studying at the Universidad Nacional Autónoma de México , and obtaining a postgraduate degree .	IN PRP VBD PRP TO DT NN IN NN , PRP VBD CD NNS VBG NN IN VBG IN TO PRP$ JJ NN : NNP CC NN , VBG IN DT NNP NNP NNP IN NNP , CC VBG DT JJ NN .	B-SBAR B-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-NP B-VP B-NP I-NP B-VP B-NP B-PP B-VP B-PRT B-PP B-NP I-NP I-NP O B-NP I-NP I-NP O B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP O O B-VP B-NP I-NP I-NP O	he	devote	himself
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17544	he	spent	three years	10	11	11	12	12	14	0.020778724855388675	Before he devoted himself to the study of literature , he spent three years studying medicine before moving on to his real vocation : Spanish and literature , studying at the Universidad Nacional Autónoma de México , and obtaining a postgraduate degree .	IN PRP VBD PRP TO DT NN IN NN , PRP VBD CD NNS VBG NN IN VBG IN TO PRP$ JJ NN : NNP CC NN , VBG IN DT NNP NNP NNP IN NNP , CC VBG DT JJ NN .	B-SBAR B-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-NP B-VP B-NP I-NP B-VP B-NP B-PP B-VP B-PRT B-PP B-NP I-NP I-NP O B-NP I-NP I-NP O B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP O O B-VP B-NP I-NP I-NP O	he	spend	# years
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17545	Sabines	was an outstanding student at	the Mexican Writers Centre	0	1	1	6	6	10	0.9731904847075168	Sabines was an outstanding student at the Mexican Writers Centre from 1964 to 1965 and part of the jury for the Casa de las Americas prize .	NNS VBD DT JJ NN IN DT NNP NNP NNP IN CD TO CD CC NN IN DT NN IN DT NNP NNP VBZ NNP NN .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP B-PP B-NP O B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-VP B-NP I-NP O	sabines	be student at	the mexican writers centre
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17545	the Casa de	las	Americas prize	20	23	23	24	24	26	0.906681166675279	Sabines was an outstanding student at the Mexican Writers Centre from 1964 to 1965 and part of the jury for the Casa de las Americas prize .	NNS VBD DT JJ NN IN DT NNP NNP NNP IN CD TO CD CC NN IN DT NN IN DT NNP NNP VBZ NNP NN .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP B-PP B-NP O B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-VP B-NP I-NP O	the casa de	la	americas prize
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17546	he	participated in	politics	7	8	8	10	10	11	0.17038582659390897	In addition to his literary activity , he participated in politics and became a federal deputy for the First District of Chiapas from 1976 to 1979 , and for the Federal District in 1988 .	IN NN TO PRP$ JJ NN , PRP VBD IN NNS CC VBD DT JJ NN IN DT NNP NNP IN NNP IN CD TO CD , CC IN DT NNP NNP IN CD .	B-PP B-NP B-PP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP B-PP B-NP O O B-PP B-NP I-NP I-NP B-PP B-NP O	he	participate in	politics
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17546	he	became	a federal deputy	7	8	12	13	13	16	0.24941749437107955	In addition to his literary activity , he participated in politics and became a federal deputy for the First District of Chiapas from 1976 to 1979 , and for the Federal District in 1988 .	IN NN TO PRP$ JJ NN , PRP VBD IN NNS CC VBD DT JJ NN IN DT NNP NNP IN NNP IN CD TO CD , CC IN DT NNP NNP IN CD .	B-PP B-NP B-PP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP B-PP B-NP O O B-PP B-NP I-NP I-NP B-PP B-NP O	he	become	a federal deputy
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17547	Sabines	was awarded	the Chiapas Award	0	1	1	3	3	6	0.9999999999667293	Sabines was awarded the Chiapas Award .	NNS VBD VBN DT NNP NNP .	B-NP B-VP I-VP B-NP I-NP I-NP O	sabines	award	the chiapas award
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17548	Nuevo recuento	was issued by	the publisher Joaquín Mortiz	6	8	11	14	14	18	0.9728099262732228	A collection of his work , Nuevo recuento de poemas , was issued by the publisher Joaquín Mortiz in 1977 , and the Secretariat of Public Education in 1986 .	DT NN IN PRP$ NN , NNP NNP IN NNS , VBD VBN IN DT NN NNP NNP IN CD , CC DT NNP IN NNP NNP IN CD .	B-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-PP B-NP O B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP O O B-NP I-NP I-NP I-NP I-NP B-PP B-NP O	nuevo recuento	issue by	the publisher joaquín mortiz
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17549	he	received from	the Senate of Mexico	2	3	3	5	5	9	0.17581587142309993	In 1994 he received from the Senate of Mexico the Belisario Domínguez Medal of Honor ; in 1995 , his selected poems , Pieces of Shadow ( trans .	IN CD PRP VBD IN DT NNP IN NNP DT NNP NNP NNP IN NNP : IN CD , PRP$ VBN NNS , NNP IN NNP -LRB- NNS .	B-PP B-NP B-NP B-VP B-PP B-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O	he	receive from	the senate of mexico
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Sabines.txt	17550	2004 Exile Editions	published a bilingual volume of	two early Sabines books	17	20	20	25	25	29	0.9394085504143562	W.S. Merwin ) , was brought out in a bilingual edition by Papeles Privados ; and in 2004 Exile Editions published a bilingual volume of two early Sabines books , Adam and Eve & Weekly Diary and Poems in Prose ( trans .	NNP NNP -RRB- , VBD VBN RP IN DT JJ NN IN NNP NNP : CC IN CD NNP NNP VBD DT JJ NN IN CD JJ NNS NNS , NNP CC NNP CC NNP NNP CC NNP IN NNP -LRB- NNS .	B-NP I-NP I-NP O B-VP I-VP B-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O O B-PP B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP B-PP B-NP I-NP I-NP O	# exile editions	publish volume of	# early sabines books
