/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Courtney.txt	1259	Jacqueline Courtney	was an American actress best known for	her work	0	2	2	9	9	11	0.9718661258153903	Jacqueline Courtney was an American actress best known for her work on daytime soap operas .	NNP NNP VBD DT JJ NN RB VBN IN PRP$ NN IN JJ NN NNS .	B-NP I-NP B-VP B-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O	jacqueline courtney	be actress know for	her work
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Courtney.txt	1260	Courtney	became famous for	her role	13	14	14	17	17	19	0.9527314036019245	After short stints on The Edge of Night and Our Five Daughters , Courtney became famous for her role as Alice Matthews Frame on Another World ; she played the role from the show 's debut in May 1964 until July 1975 .	IN JJ NNS IN DT NNP IN NNP CC PRP$ CD NNP , NNP VBD JJ IN PRP$ NN IN NNP NNP NNP IN DT NNP : PRP VBD DT NN IN DT NN POS NN IN NNP CD IN NNP CD .	B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP B-VP B-ADJP B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP O	courtney	become famous for	her role
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Courtney.txt	1260	she	played the role from	the show 's debut	27	28	28	32	32	36	0.42333254472915455	After short stints on The Edge of Night and Our Five Daughters , Courtney became famous for her role as Alice Matthews Frame on Another World ; she played the role from the show 's debut in May 1964 until July 1975 .	IN JJ NNS IN DT NNP IN NNP CC PRP$ CD NNP , NNP VBD JJ IN PRP$ NN IN NNP NNP NNP IN DT NNP : PRP VBD DT NN IN DT NN POS NN IN NNP CD IN NNP CD .	B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP B-VP B-ADJP B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP O	she	play role from	the show 's debut
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Courtney.txt	1262	Head writer Harding Lemay	reported in	his memoir	0	4	4	6	6	8	0.8477702005507133	Head writer Harding Lemay reported in his memoir , Eight Years in Another World , that Courtney was fired because she was a bad actress , although she did have huge popularity with the soap audience .	JJ NN NNP NNP VBD IN PRP$ NN , CD NNS IN DT NNP , DT NNP VBD VBN IN PRP VBD DT JJ NN , IN PRP VBD VB JJ NN IN DT NN NN .	B-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP O B-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-VP I-VP B-SBAR B-NP B-VP B-NP I-NP I-NP O B-SBAR B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP O	head writer harding lemay	report in	his memoir
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Courtney.txt	1262	she	was	a bad actress	20	21	21	22	22	25	0.10996206524875725	Head writer Harding Lemay reported in his memoir , Eight Years in Another World , that Courtney was fired because she was a bad actress , although she did have huge popularity with the soap audience .	JJ NN NNP NNP VBD IN PRP$ NN , CD NNS IN DT NNP , DT NNP VBD VBN IN PRP VBD DT JJ NN , IN PRP VBD VB JJ NN IN DT NN NN .	B-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP O B-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-VP I-VP B-SBAR B-NP B-VP B-NP I-NP I-NP O B-SBAR B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP O	she	be	a bad actress
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Courtney.txt	1262	she	did have huge popularity with	the soap audience	27	28	28	33	33	36	0.012934916188286145	Head writer Harding Lemay reported in his memoir , Eight Years in Another World , that Courtney was fired because she was a bad actress , although she did have huge popularity with the soap audience .	JJ NN NNP NNP VBD IN PRP$ NN , CD NNS IN DT NNP , DT NNP VBD VBN IN PRP VBD DT JJ NN , IN PRP VBD VB JJ NN IN DT NN NN .	B-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP O B-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-VP I-VP B-SBAR B-NP B-VP B-NP I-NP I-NP O B-SBAR B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP O	she	have popularity with	the soap audience
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Courtney.txt	1263	conflict	brewed	backstage	3	4	4	5	5	6	0.6471554294726127	In reality , conflict brewed backstage because many longtime actors , including Courtney , were trying to protect their characters ' integrity in the face of Lemay 's changing scripts .	IN NN , NN VBD NN IN JJ JJ NNS , VBG NNP , VBD VBG TO VB PRP$ NNS POS NN IN DT NN IN NNP POS VBG NNS .	B-PP B-NP O B-NP B-VP B-NP B-PP B-NP I-NP I-NP O B-PP B-NP O B-VP I-VP I-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	conflict	brew	backstage
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Courtney.txt	1263	many longtime actors	were trying to protect	their characters ' integrity	7	10	14	18	18	22	0.7969019970116054	In reality , conflict brewed backstage because many longtime actors , including Courtney , were trying to protect their characters ' integrity in the face of Lemay 's changing scripts .	IN NN , NN VBD NN IN JJ JJ NNS , VBG NNP , VBD VBG TO VB PRP$ NNS POS NN IN DT NN IN NNP POS VBG NNS .	B-PP B-NP O B-NP B-VP B-NP B-PP B-NP I-NP I-NP O B-PP B-NP O B-VP I-VP I-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	many longtime actors	try to protect	their characters ' integrity
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Courtney.txt	1264	the network	fired	her	26	28	28	29	29	30	0.22476361766665137	After being dismissed by producer Paul Rauch , Courtney went on to play Pat Kendall on ABC 's One Life to Live until 1983 , when the network fired her just before bringing Paul Rauch in as producer .	IN VBG VBN IN NN NNP NNP , NNP VBD IN TO VB NNP NNP IN NNP POS CD NN TO VB IN CD , WRB DT NN VBD PRP RB IN VBG NNP NNP IN IN NN .	B-PP B-VP I-VP B-PP B-NP I-NP I-NP O B-NP B-VP B-PRT B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP O B-ADVP B-NP I-NP B-VP B-NP B-ADVP B-PP B-VP B-NP I-NP B-PP B-NP I-NP O	the network	fire	her
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Courtney.txt	1265	Courtney	reconciled her differences with	Another World	0	1	1	5	5	7	0.986696501708459	Courtney reconciled her differences with Another World and started back on the show as Alice on the 20th anniversary show in May 1984 .	NNP VBD PRP$ NNS IN DT NNP CC VBD RB IN DT NN IN NNP IN DT JJ NN NN IN NNP CD .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP O B-VP B-ADVP B-PP B-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O	courtney	reconcile difference with	another world
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Courtney.txt	1265	her differences	started back on	the show	2	4	8	11	11	13	0.9988183438776765	Courtney reconciled her differences with Another World and started back on the show as Alice on the 20th anniversary show in May 1984 .	NNP VBD PRP$ NNS IN DT NNP CC VBD RB IN DT NN IN NNP IN DT JJ NN NN IN NNP CD .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP O B-VP B-ADVP B-PP B-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O	her differences	start on	the show
