/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaleel White.txt	23135	Jaleel Ahmad White	is	an American actor and screenwriter	0	3	3	4	4	9	0.9999999998901186	Jaleel Ahmad White is an American actor and screenwriter .	NNP NNP NNP VBZ DT JJ NN CC NN .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP O	jaleel ahmad white	be	an american actor and screenwriter
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaleel White.txt	23136	He	is best known for	his role	0	1	1	5	5	7	0.6950805890299009	He is best known for his role as Steve Urkel from Family Matters and voicing the character of Sonic the Hedgehog and other characters for Sonic the Hedgehog media .	PRP VBZ RB VBN IN PRP$ NN IN NNP NNP IN NNP NNP CC VBG DT NN IN NNP DT NNP CC JJ NNS IN NNP DT NNP NNS .	B-NP B-VP I-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-VP B-NP I-NP I-NP I-NP B-NP I-NP O B-NP I-NP B-PP B-NP B-NP I-NP I-NP O	he	know for	his role
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaleel White.txt	23137	White	was born in	Pasadena	0	1	1	4	4	5	0.9963056293131556	White was born in Pasadena , California , son of Michael White , a dentist , and Gail , a manager .	NNP VBD VBN IN NNP , NNP , NN IN NNP NNP , DT NN , CC NNP , DT NN .	B-NP B-VP I-VP B-PP B-NP O B-NP O B-NP I-NP I-NP I-NP O B-NP I-NP O O B-NP O B-NP I-NP O	white	bear in	pasadena
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaleel White.txt	23138	White	got his start on	TV commercials	0	1	1	5	5	7	0.9995923670956431	White got his start on TV commercials at age three with Kellogg 's after his preschool teacher persuaded his reluctant parents to take him to auditions .	NNP VBD PRP$ NN IN NN NNS IN NN CD IN NNP POS IN PRP$ NN NN VBD PRP$ JJ NNS TO VB PRP TO NNS .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-VP B-NP I-NP I-NP B-VP I-VP B-NP B-PP B-NP O	white	get start on	tv commercials
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaleel White.txt	23138	his preschool teacher	persuaded	his reluctant parents	14	17	17	18	18	21	0.25221121380956213	White got his start on TV commercials at age three with Kellogg 's after his preschool teacher persuaded his reluctant parents to take him to auditions .	NNP VBD PRP$ NN IN NN NNS IN NN CD IN NNP POS IN PRP$ NN NN VBD PRP$ JJ NNS TO VB PRP TO NNS .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-VP B-NP I-NP I-NP B-VP I-VP B-NP B-PP B-NP O	his preschool teacher	persuade	his reluctant parents
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaleel White.txt	23139	He	landed	his first television role	0	1	1	2	2	6	0.4040889255783679	He landed his first television role as the son of Flip Wilson and Gladys Knight on the CBS series Charlie and Company .	PRP VBD PRP$ JJ NN NN IN DT NN IN NNP NNP CC NNP NNP IN DT NNP NN NNP CC NNP .	B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	he	land	his first television role
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaleel White.txt	23140	He	next appeared on	another CBS comedy series	0	1	1	4	4	8	0.9969524982740589	He next appeared on another CBS comedy series , The Jeffersons .	PRP RB VBD RP DT NNP NN NN , DT NNPS .	B-NP B-ADVP B-VP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP O	he	appear on	another cbs comedy series
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaleel White.txt	23141	White	also appeared in	the pilot episode	0	1	1	4	4	7	0.7401894077790734	White also appeared in the pilot episode for Good Morning , Miss Bliss in 1987 , and had a role in the 1990 television movie Camp Cucamonga , which also featured Chad Allen , Breckin Meyer and Jennifer Aniston .	NNP RB VBD IN DT NN NN IN JJ NNP , NNP NNP IN CD , CC VBD DT NN IN DT CD NN NN NNP NNP , WDT RB VBD NNP NNP , NNP NNP CC NNP NNP .	B-NP B-ADVP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-PP B-NP O O B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP B-ADVP B-VP B-NP I-NP O B-NP I-NP O B-NP I-NP O	white	appear in	the pilot episode
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaleel White.txt	23141	Miss Bliss	had a role in	the 1990 television movie Camp Cucamonga	11	13	17	21	21	27	0.9010200348307331	White also appeared in the pilot episode for Good Morning , Miss Bliss in 1987 , and had a role in the 1990 television movie Camp Cucamonga , which also featured Chad Allen , Breckin Meyer and Jennifer Aniston .	NNP RB VBD IN DT NN NN IN JJ NNP , NNP NNP IN CD , CC VBD DT NN IN DT CD NN NN NNP NNP , WDT RB VBD NNP NNP , NNP NNP CC NNP NNP .	B-NP B-ADVP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-PP B-NP O O B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP B-ADVP B-VP B-NP I-NP O B-NP I-NP O B-NP I-NP O	miss bliss	have role in	the # television movie camp cucamonga
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaleel White.txt	23141	the 1990 television movie Camp Cucamonga	also featured	Chad Allen	21	27	29	31	31	33	0.8693602884159392	White also appeared in the pilot episode for Good Morning , Miss Bliss in 1987 , and had a role in the 1990 television movie Camp Cucamonga , which also featured Chad Allen , Breckin Meyer and Jennifer Aniston .	NNP RB VBD IN DT NN NN IN JJ NNP , NNP NNP IN CD , CC VBD DT NN IN DT CD NN NN NNP NNP , WDT RB VBD NNP NNP , NNP NNP CC NNP NNP .	B-NP B-ADVP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-PP B-NP O O B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP B-ADVP B-VP B-NP I-NP O B-NP I-NP O B-NP I-NP O	the # television movie camp cucamonga	feature	chad allen
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaleel White.txt	23142	White	originated	his most famous role	22	23	23	24	24	28	0.8998543784411157	At the age of 12 , shortly after starring in a TV commercial for the Atari Lynx portable video game system , White originated his most famous role , Steve Urkel , on Family Matters .	IN DT NN IN CD , RB IN VBG IN DT NN NN IN DT NNP NNP JJ NN NN NN , NNP VBD PRP$ RBS JJ NN , NNP NNP , IN NNP NNP .	B-PP B-NP I-NP I-NP I-NP O B-ADVP B-PP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP O B-NP I-NP O B-PP B-NP I-NP O	white	originate	his most famous role
