/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9711	Jada Rowland	is	an American actress and illustrator	0	2	2	3	3	8	0.9999999998901186	Jada Rowland is an American actress and illustrator .	NNP NNP VBZ DT JJ NN CC NN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP O	jada rowland	be	an american actress and illustrator
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9712	Ms. Rowland	was born into	a family of actors and artists	0	2	2	5	5	11	0.9999999999769531	Ms. Rowland was born into a family of actors and artists .	NNP NNP VBD VBN IN DT NN IN NNS CC NNS .	B-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	ms. rowland	bear into	a family of actors and artists
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9713	She	has appeared on	Broadway and television	0	1	1	4	4	7	0.9988409319428602	She has appeared on Broadway and television , most notably in daytime soap operas .	PRP VBZ VBN IN NNP CC NN , RBS RB IN JJ NN NNS .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP O B-ADVP I-ADVP B-PP B-NP I-NP I-NP O	she	appear on	broadway and television
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9714	She	has appeared as	Dr. Susan Stewart	0	1	1	4	4	7	0.7799677252801245	She has appeared as Dr. Susan Stewart on As the World Turns and Carolee Simpson Aldrich on The Doctors .	PRP VBZ VBN IN NNP NNP NNP IN IN DT NNP NNP CC NNP NNP NNP IN DT NNS .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP B-PP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP B-PP B-NP I-NP O	she	appear as	dr. susan stewart
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9715	She	later appeared on	the prime-time serial	0	1	1	4	4	7	0.959218124692157	She later appeared on the prime-time serial The Hamptons .	PRP RB VBD IN DT NN NN DT NNP .	B-NP B-ADVP B-VP B-PP B-NP I-NP I-NP B-NP I-NP O	she	appear on	the prime-time serial
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9716	She	was offered	an audition	0	1	1	3	3	5	0.40656849325292466	She was offered an audition for the Dustin Hoffman film Tootsie .	PRP VBD VBN DT NN IN DT NNP NNP NN NN .	B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O	she	offer	an audition
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9717	She	is the sister of	former actor Jeffrey Rowland	0	1	1	5	5	9	0.9999999995811051	She is the sister of former actor Jeffrey Rowland .	PRP VBZ DT NN IN JJ NN NNP NNP .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	she	be sister of	former actor jeffrey rowland
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9718	He	played	her husband	0	1	6	7	7	9	0.4040889255783679	He , at one time , played her husband on As the World Turns ( Dr.	PRP , IN CD NN , VBD PRP$ NN IN IN DT NNP NNP -LRB- NNP	B-NP O B-PP B-NP I-NP O B-VP B-NP I-NP B-PP B-PP B-NP I-NP I-NP I-NP I-NP	he	play	her husband
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9719	they	appeared on	this show	5	6	6	8	8	10	0.9107660383396285	Dan Stewart ) , although they appeared on this show during different years .	NNP NNP -RRB- , IN PRP VBD IN DT NN IN JJ NNS .	B-NP I-NP I-NP O B-SBAR B-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP O	they	appear on	this show
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9721	The character Amy	had	the distinction	0	3	3	4	4	6	0.8446451270506704	The character Amy had the distinction of growing up in real time , rather than the often-used soap opera phenomenon of rapid aging , where a younger actor is replaced with an older actor in order to age the character more quickly .	DT NN NNP VBD DT NN IN VBG RP IN JJ NN , RB IN DT JJ NN NN NN IN JJ NN , WRB DT JJR NN VBZ VBN IN DT JJR NN IN NN TO NN DT NN RBR RB .	B-NP I-NP I-NP B-VP B-NP I-NP B-PP B-VP B-PRT B-NP I-NP I-NP O B-CONJP I-CONJP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-ADVP B-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP B-SBAR O B-PP B-NP B-NP I-NP B-ADVP I-ADVP O	the character amy	have	the distinction
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9721	a younger actor	is replaced with	an older actor	25	28	28	31	31	34	0.8279519427408032	The character Amy had the distinction of growing up in real time , rather than the often-used soap opera phenomenon of rapid aging , where a younger actor is replaced with an older actor in order to age the character more quickly .	DT NN NNP VBD DT NN IN VBG RP IN JJ NN , RB IN DT JJ NN NN NN IN JJ NN , WRB DT JJR NN VBZ VBN IN DT JJR NN IN NN TO NN DT NN RBR RB .	B-NP I-NP I-NP B-VP B-NP I-NP B-PP B-VP B-PRT B-NP I-NP I-NP O B-CONJP I-CONJP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-ADVP B-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP B-SBAR O B-PP B-NP B-NP I-NP B-ADVP I-ADVP O	a younger actor	replace with	an older actor
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9722	she	lost	the father of her son	5	6	6	7	7	12	0.4323070454009779	In the early 1970s , she lost the father of her son , Sparks , to murder .	IN DT JJ NNS , PRP VBD DT NN IN PRP$ NN , NNP , TO NN .	B-PP B-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-NP O B-PP B-NP O	she	lose	the father of her son
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9723	she	took	a big gamble	47	48	48	49	49	52	0.08289521991496807	Ms. Rowland 's biography on her webpage says : " And finally , in 1983 , tired of acting , never having been unemployed for more than three months at a time , and having the opportunity to join her astrophysicist husband on sabbatical in Denmark , she took a big gamble .	NNP NNP POS NN IN PRP$ NN VBZ : `` CC RB , IN CD , VBN IN VBG , RB VBG VBN VBN IN JJR IN CD NNS IN DT NN , CC VBG DT NN TO VB PRP$ NN NN IN JJ IN NNP , PRP VBD DT JJ NN .	B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-VP O O O B-ADVP O B-PP B-NP O B-VP B-PP B-NP O B-VP I-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O O B-VP B-NP I-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP B-PP B-NP O B-NP B-VP B-NP I-NP I-NP O	she	take	a big gamble
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jada Rowland.txt	9724	She	decided to fulfill	a lifelong desire	0	1	1	4	4	7	0.007670622240997126	She decided to fulfill a lifelong desire to be a professional artist and writer ; she quit acting .	PRP VBD TO VB DT JJ NN TO VB DT JJ NN CC NN : PRP VBD VBG .	B-NP B-VP I-VP I-VP B-NP I-NP I-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP I-VP O	she	decide to fulfill	a lifelong desire
