/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jagori Tanna.txt	13848	Ontario )	is	a Canadian musician	5	7	7	8	8	11	0.7623344454615233	Andrew Koshowski in Hamilton , Ontario ) is a Canadian musician .	NNP NNP IN NNP , NNP -RRB- VBZ DT JJ NN .	B-NP I-NP B-PP B-NP O B-NP I-NP B-VP B-NP I-NP I-NP O	ontario )	be	a canadian musician
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jagori Tanna.txt	13849	he	formed	I	8	9	9	10	10	11	0.016389617004142043	Together with his brother , Christian Tanna , he formed I Mother Earth around 1990 .	RB IN PRP$ NN , NNP NNP , PRP VBD PRP NNP NNP IN CD .	B-ADVP B-PP B-NP I-NP O B-NP I-NP O B-NP B-VP B-NP B-NP I-NP B-PP B-NP O	he	form	i
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jagori Tanna.txt	13850	He	wrote almost all of	I	0	1	1	5	5	6	0.02303224052720307	He wrote almost all of I Mother Earth 's music , and produced much of it as well .	PRP VBD RB DT IN PRP NNP NNP POS NN , CC VBD JJ IN PRP RB RB .	B-NP B-VP B-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP O O B-VP B-NP I-NP I-NP B-ADVP I-ADVP O	he	write of	i
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jagori Tanna.txt	13850	almost all of I	produced much of	it	2	6	12	15	15	16	0.012653276734792421	He wrote almost all of I Mother Earth 's music , and produced much of it as well .	PRP VBD RB DT IN PRP NNP NNP POS NN , CC VBD JJ IN PRP RB RB .	B-NP B-VP B-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP O O B-VP B-NP I-NP I-NP B-ADVP I-ADVP O	almost all of i	produce much of	it
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jagori Tanna.txt	13851	He	won	a Juno Award	0	1	1	2	2	5	0.6021350111765814	He won a Juno Award in 2000 for Best Recording Engineer for the band 's singles " Summertime in the Void " and " When Did You Get Back From Mars ? " .	PRP VBD DT NNP NNP IN CD IN NNP NNP NNP IN DT NN POS NNS `` NNP IN DT NNP '' CC `` WRB VBD PRP VB RB IN NNP . '' .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-NP B-PP B-NP I-NP I-NP O O B-ADVP O B-NP B-VP B-ADVP B-PP B-NP I-NP I-NP O	he	win	a juno award
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jagori Tanna.txt	13851	the Void "	Did	You	19	22	25	26	26	27	0.03893157869519657	He won a Juno Award in 2000 for Best Recording Engineer for the band 's singles " Summertime in the Void " and " When Did You Get Back From Mars ? " .	PRP VBD DT NNP NNP IN CD IN NNP NNP NNP IN DT NN POS NNS `` NNP IN DT NNP '' CC `` WRB VBD PRP VB RB IN NNP . '' .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-NP B-PP B-NP I-NP I-NP O O B-ADVP O B-NP B-VP B-ADVP B-PP B-NP I-NP I-NP O	the void	do	you
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jagori Tanna.txt	13851	You	Get Back From	Mars ? "	26	27	27	30	30	33	0.51287081879596	He won a Juno Award in 2000 for Best Recording Engineer for the band 's singles " Summertime in the Void " and " When Did You Get Back From Mars ? " .	PRP VBD DT NNP NNP IN CD IN NNP NNP NNP IN DT NN POS NNS `` NNP IN DT NNP '' CC `` WRB VBD PRP VB RB IN NNP . '' .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-NP B-PP B-NP I-NP I-NP O O B-ADVP O B-NP B-VP B-ADVP B-PP B-NP I-NP I-NP O	you	get from	mars ?
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jagori Tanna.txt	13852	Tanna	produced music for	bands	0	1	1	4	4	5	0.970068239547603	Tanna produced music for bands such as Clarknova and dodger at ' The Mother 's Hip ' in Toronto , and he owns the record label UpperLeftSide Music , now based out of Peterborough , Ontario .	NNP VBD NN IN NNS JJ IN NNP CC NN IN '' DT NNP POS NNP '' IN NNP , CC PRP VBZ DT NN NN NNP NNP , RB VBN IN IN NNP , NNP .	B-NP B-VP B-NP B-PP B-NP B-PP I-PP B-NP I-NP I-NP B-PP O B-NP I-NP I-NP I-NP O B-PP B-NP O O B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-VP I-VP B-PP B-PP B-NP O B-NP O	tanna	produce music for	bands
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jagori Tanna.txt	13852	he	owns	the record label UpperLeftSide Music	21	22	22	23	23	28	0.4512641501407273	Tanna produced music for bands such as Clarknova and dodger at ' The Mother 's Hip ' in Toronto , and he owns the record label UpperLeftSide Music , now based out of Peterborough , Ontario .	NNP VBD NN IN NNS JJ IN NNP CC NN IN '' DT NNP POS NNP '' IN NNP , CC PRP VBZ DT NN NN NNP NNP , RB VBN IN IN NNP , NNP .	B-NP B-VP B-NP B-PP B-NP B-PP I-PP B-NP I-NP I-NP B-PP O B-NP I-NP I-NP I-NP O B-PP B-NP O O B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-VP I-VP B-PP B-PP B-NP O B-NP O	he	own	the record label upperleftside music
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jagori Tanna.txt	13853	He	has also co-produced	Sarah Slean 's album	0	1	1	4	4	8	0.4203900737303786	He has also co-produced Sarah Slean 's album The Baroness and her recent EP The Baroness Redecorates .	PRP VBZ RB VBN NNP NNP POS NN DT NNP CC PRP$ JJ NNP DT NNP NNP .	B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP B-NP I-NP O B-NP I-NP I-NP B-NP I-NP I-NP O	he	co-produced	sarah slean 's album
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jagori Tanna.txt	13854	His latest projects	are the production of	his own IFC Canada show	0	3	3	7	7	12	0.9831609382229387	His latest projects are the production of his own IFC Canada show , The Rawside Of... and INXS singer J. D. Fortune 's solo album , The Death of a Motivational Speaker .	PRP$ JJS NNS VBP DT NN IN PRP$ JJ NNP NNP NN , DT NNP NNP CC NNP NN NNP NNP NNP POS NN NN , DT NNP IN DT NNP NNP .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O	his latest projects	be production of	his own ifc canada show
