/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5251	Jacques Heath Futrelle	was	an American journalist and mystery writer	0	3	3	4	4	10	0.9999999999144422	Jacques Heath Futrelle was an American journalist and mystery writer .	NNP NNP NNP VBD DT JJ NN CC NN NN .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP O	jacques heath futrelle	be	an american journalist and mystery writer
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5252	He	is best known for writing	short detective stories	0	1	1	6	6	9	0.12786997033679864	He is best known for writing short detective stories featuring Professor Augustus S. F. X . Van Dusen , also known as " The Thinking Machine " for his application of logic to any and all situations .	PRP VBZ RB VBN IN VBG JJ NN NNS VBG NNP NNP NNP NNP NNP . NNP NNP , RB VBN IN `` DT JJ NN '' IN PRP$ NN IN NN TO DT CC DT NNS .	B-NP B-VP I-VP I-VP B-PP B-VP B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-VP I-VP B-PP O B-NP I-NP I-NP O B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	he	know for write	short detective stories
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5253	Futrelle	was born in	Pike County	0	1	3	6	6	8	0.9501948773880023	Futrelle , who was born in Pike County , Georgia , worked for the Atlanta Journal , where he began their sports section ; the New York Herald ; the Boston Post ; and the Boston American , where , in 1905 , his Thinking Machine character first appeared in a serialized version of " The Problem of Cell 13" .	NNP , WP VBD VBN IN NNP NNP , NNP , VBD IN DT NNP NNP , WRB PRP VBD PRP$ NNS NN : DT NNP NNP NNP : DT NNP NNP : CC DT NNP NNP , WRB , IN CD , PRP$ JJ NNP NN RB VBD IN DT JJ NN IN `` DT NNP IN NNP CD .	B-NP O B-NP B-VP I-VP B-PP B-NP I-NP O B-NP O B-VP B-PP B-NP I-NP I-NP O B-ADVP B-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O B-NP I-NP I-NP O B-ADVP O B-PP B-NP O B-NP I-NP I-NP I-NP B-ADVP B-VP B-PP B-NP I-NP I-NP B-PP O B-NP I-NP I-NP I-NP I-NP O	futrelle	bear in	pike county
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5253	Pike County	worked for	the Atlanta Journal	6	8	11	13	13	16	0.9530234265787635	Futrelle , who was born in Pike County , Georgia , worked for the Atlanta Journal , where he began their sports section ; the New York Herald ; the Boston Post ; and the Boston American , where , in 1905 , his Thinking Machine character first appeared in a serialized version of " The Problem of Cell 13" .	NNP , WP VBD VBN IN NNP NNP , NNP , VBD IN DT NNP NNP , WRB PRP VBD PRP$ NNS NN : DT NNP NNP NNP : DT NNP NNP : CC DT NNP NNP , WRB , IN CD , PRP$ JJ NNP NN RB VBD IN DT JJ NN IN `` DT NNP IN NNP CD .	B-NP O B-NP B-VP I-VP B-PP B-NP I-NP O B-NP O B-VP B-PP B-NP I-NP I-NP O B-ADVP B-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O B-NP I-NP I-NP O B-ADVP O B-PP B-NP O B-NP I-NP I-NP I-NP B-ADVP B-VP B-PP B-NP I-NP I-NP B-PP O B-NP I-NP I-NP I-NP I-NP O	pike county	work for	the atlanta journal
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5253	he	began	their sports section	18	19	19	20	20	23	0.27231975857721996	Futrelle , who was born in Pike County , Georgia , worked for the Atlanta Journal , where he began their sports section ; the New York Herald ; the Boston Post ; and the Boston American , where , in 1905 , his Thinking Machine character first appeared in a serialized version of " The Problem of Cell 13" .	NNP , WP VBD VBN IN NNP NNP , NNP , VBD IN DT NNP NNP , WRB PRP VBD PRP$ NNS NN : DT NNP NNP NNP : DT NNP NNP : CC DT NNP NNP , WRB , IN CD , PRP$ JJ NNP NN RB VBD IN DT JJ NN IN `` DT NNP IN NNP CD .	B-NP O B-NP B-VP I-VP B-PP B-NP I-NP O B-NP O B-VP B-PP B-NP I-NP I-NP O B-ADVP B-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O B-NP I-NP I-NP O B-ADVP O B-PP B-NP O B-NP I-NP I-NP I-NP B-ADVP B-VP B-PP B-NP I-NP I-NP B-PP O B-NP I-NP I-NP I-NP I-NP O	he	begin	their sports section
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5253	his Thinking Machine character	first appeared in	a serialized version	43	47	47	50	50	53	0.6059241336356725	Futrelle , who was born in Pike County , Georgia , worked for the Atlanta Journal , where he began their sports section ; the New York Herald ; the Boston Post ; and the Boston American , where , in 1905 , his Thinking Machine character first appeared in a serialized version of " The Problem of Cell 13" .	NNP , WP VBD VBN IN NNP NNP , NNP , VBD IN DT NNP NNP , WRB PRP VBD PRP$ NNS NN : DT NNP NNP NNP : DT NNP NNP : CC DT NNP NNP , WRB , IN CD , PRP$ JJ NNP NN RB VBD IN DT JJ NN IN `` DT NNP IN NNP CD .	B-NP O B-NP B-VP I-VP B-PP B-NP I-NP O B-NP O B-VP B-PP B-NP I-NP I-NP O B-ADVP B-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O B-NP I-NP I-NP O B-ADVP O B-PP B-NP O B-NP I-NP I-NP I-NP B-ADVP B-VP B-PP B-NP I-NP I-NP B-PP O B-NP I-NP I-NP I-NP I-NP O	his thinking machine character	appear in	a serialized version
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5254	he	married	fellow writer Lily May Peel	3	4	4	5	5	10	0.6295719330029351	In 1895 , he married fellow writer Lily May Peel , with whom he had two children , Virginia and Jacques " John " Jr.	IN CD , PRP VBD JJ NN NNP NNP NNP , IN WP PRP VBD CD NNS , NNP CC NNP `` NNP '' NNP	B-PP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-VP B-NP I-NP O B-NP O B-NP I-NP I-NP I-NP I-NP	he	marry	fellow writer lily may peel
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5254	he	had	two children	13	14	14	15	15	17	0.4234613094024837	In 1895 , he married fellow writer Lily May Peel , with whom he had two children , Virginia and Jacques " John " Jr.	IN CD , PRP VBD JJ NN NNP NNP NNP , IN WP PRP VBD CD NNS , NNP CC NNP `` NNP '' NNP	B-PP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-VP B-NP I-NP O B-NP O B-NP I-NP I-NP I-NP I-NP	he	have	# children
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5255	Futrelle	left	the Boston American	0	1	1	2	2	5	0.9338700131260445	Futrelle left the Boston American in 1906 to focus his attention on writing novels .	NNP VBD DT NNP NNP IN CD TO VB PRP$ NN IN VBG NNS .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP O	futrelle	leave	the boston american
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5256	He	had a house built in	Scituate	0	1	1	6	6	7	0.9580809391366125	He had a house built in Scituate , Massachusetts , which he called " Stepping Stones " , and spent most of his time there until his death in 1912 .	PRP VBD DT NN VBN IN NNP , NNP , WDT PRP VBD `` NNP NNP '' , CC VBD JJS IN PRP$ NN RB IN PRP$ NN IN CD .	B-NP B-VP B-NP I-NP B-VP B-PP B-NP O B-NP O B-NP B-NP B-VP O B-NP I-NP I-NP O O B-VP B-NP I-NP I-NP I-NP B-ADVP B-PP B-NP I-NP B-PP B-NP O	he	have house build in	scituate
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5256	he	spent most of	his time	11	12	19	22	22	24	0.16310668944669202	He had a house built in Scituate , Massachusetts , which he called " Stepping Stones " , and spent most of his time there until his death in 1912 .	PRP VBD DT NN VBN IN NNP , NNP , WDT PRP VBD `` NNP NNP '' , CC VBD JJS IN PRP$ NN RB IN PRP$ NN IN CD .	B-NP B-VP B-NP I-NP B-VP B-PP B-NP O B-NP O B-NP B-NP B-VP O B-NP I-NP I-NP O O B-VP B-NP I-NP I-NP I-NP B-ADVP B-PP B-NP I-NP B-PP B-NP O	he	spend most of	his time
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5258	His wife	remembered	the last	0	2	2	3	3	5	0.4620316392360022	His wife remembered the last she saw of him , he was smoking a cigarette with John J. Astor .	PRP$ NN VBD DT JJ PRP VBD IN PRP , PRP VBD VBG DT NN IN NNP NNP NNP .	B-NP I-NP B-VP B-NP I-NP B-NP B-VP B-PP B-NP O B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP O	his wife	remember	the last
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5258	she	saw of	him	5	6	6	8	8	9	8.890233027408777E-4	His wife remembered the last she saw of him , he was smoking a cigarette with John J. Astor .	PRP$ NN VBD DT JJ PRP VBD IN PRP , PRP VBD VBG DT NN IN NNP NNP NNP .	B-NP I-NP B-VP B-NP I-NP B-NP B-VP B-PP B-NP O B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP O	she	see of	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Futrelle.txt	5258	he	was smoking a cigarette with	John J. Astor	10	11	11	16	16	19	0.515967320456197	His wife remembered the last she saw of him , he was smoking a cigarette with John J. Astor .	PRP$ NN VBD DT JJ PRP VBD IN PRP , PRP VBD VBG DT NN IN NNP NNP NNP .	B-NP I-NP B-VP B-NP I-NP B-NP B-VP B-PP B-NP O B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP O	he	smoke cigarette with	john j. astor
